Time (s),Total Distance (per second),Average Speed (units/s)
1,1298.98484276116,1258.149411055689
2,382.7100950005924,384.2929133079858
3,757.688316715846,759.0935806274331
4,1144.0039085940218,1180.4059332448005
5,425.8891787069583,2108.2492680498
6,662.8356418928108,3187.83719222323
7,924.8667124889819,10488.766312582224
8,2371.613764925037,1960.9223953524245
9,1828.498630366644,2208.4281631689955
10,1436.4346702078228,1342.1590876941455
11,789.9142417068604,777.2459368118617
12,1452.8073116806481,1447.70905947163
13,1401.9969563204934,1370.5473541705633
14,417.41116125934735,420.0479200007064
15,889.4803748652794,892.801817241606
16,1053.786100659594,1057.9965290488383
17,710.3014494006175,634.3270815174664
18,410.513880225243,410.67751820189557
19,1162.7381633619946,1170.1547526651182
20,1276.4102428643264,1232.526442163345
21,690.7418805819367,545.861016623819
22,1542.5407686586352,1519.3474253910142
23,610.4206198246834,603.9784320427527
24,2265.1891408073216,2259.575911580458
25,2271.7738876270646,2330.385255835857
26,1252.335660168335,1259.2847001323937
27,603.7766801568414,461.5400056797005
28,610.6584983166917,644.9240537179737
29,781.0553366418602,754.819642896235
30,893.2765771124244,889.242626960966
31,978.1786331917709,989.2679193181294
32,852.7662414096675,812.3631543431468
33,2260.2315715664795,2287.55000356085
34,598.0409411848668,596.7996499491821
35,415.99254669384,419.5663754999669
36,2393.344766997056,2319.62480712252
37,1625.107295229615,1971.425063501498
38,510.24555061372246,531.5962457977355
39,999.8327909532911,975.5008294334647
40,2103.119147476953,2113.203574639907
41,1223.087330321959,1208.9771441523114
42,1232.144519862971,1234.783960695994
43,1290.0583683727189,1286.692999450876
44,1138.8392587667956,1038.468937985377
45,269.3891513433827,270.53456751798046
46,737.2607731798673,739.8834592724445
47,1173.65153662905,1174.6735698946861
48,216.1362716807664,216.81853010291528
49,852.5210294934961,830.7885233062709
50,347.64648045785754,301.84844338055046
51,1604.0719853918447,1627.1778842317856
52,1517.190211619882,1489.4601291908293
53,1545.563123159426,1555.6229144795266
54,827.2925294151497,830.3498258476579
55,1939.3712679336747,1885.4326809612805
56,495.7339517536511,496.65304638579164
57,347.77300979669025,348.78367723056937
58,937.8226336848811,942.9399764757653
59,380.62970825356354,382.2913955406699
60,1774.4671299302904,1924.6343024644927
61,1086.6011637705988,1088.8646278371573
62,1405.0038617031184,1455.424693084348
63,597.0462304986742,622.2831104392628
64,1367.4602064956896,1355.151051586679
65,461.7030553859047,463.2052792338669
66,440.98211137474914,444.1534698890077
67,433.91904811826475,435.1089396696129
68,549.705018628758,534.1532347593602
69,720.0262245763455,590.6342981006796
70,924.9359706398087,921.2801574233176
71,1228.292325690751,1231.2475092591267
72,1032.9689176679565,1016.4477695118381
73,628.0671818360386,679.6718731065336
74,984.8462998448806,979.5348614838617
75,428.67079395778717,430.4275219867304
76,1018.2002761029228,1078.7176365129103
77,179.88880595401056,180.3424564603929
78,384.2248805439057,374.76059972922405
79,427.5054063145377,429.0805362208395
80,447.14897387058573,449.9644893285814
81,809.7038417728209,698.2122092794717
82,368.2427176191283,375.05410849432957
83,1419.022091437532,1419.1283524148955
84,688.0499593870974,690.9123065663266
85,1440.3434818760518,1451.5238281342863
86,1210.2167086046447,1198.5176412880983
87,2262.322830272373,2457.343937014561
88,992.1712747167068,952.032806595007
89,858.4660662246395,856.1630279965766
90,421.43055951866694,423.0756466470133
91,592.0595677097036,595.1996721946533
92,1501.0959083972548,1494.265772152692
93,906.0123089960133,818.8221288284172
94,421.2650178273788,422.3043238769475
95,1499.71223791566,1528.7350810356468
96,1399.5025586997513,1422.350071390812
97,176.83215854882476,172.29202856352313
98,1985.3118397891037,2126.8294290662557
99,2228.0270156138395,2173.001035129906
100,873.7374786205628,846.9455470933701
101,920.6944673462482,922.4118062652651
102,1239.711770675165,859.6785042656129
103,380.7777201200763,386.41409670163415
104,2498.0138002504173,2479.449667714489
105,844.2080972341282,850.6813654488301
106,758.6713742108656,762.9301501652675
107,1510.8586811772348,1467.276547122815
108,523.1851307147858,518.3405404788172
109,1177.7139693583865,1095.9736272047926
110,1478.622683791821,1499.836623655275
111,1265.6188446379472,804.1136858000413
112,375.87283102602055,377.0634514414942
113,2761.8639760944316,2751.537669815727
114,470.0701243916762,472.4894610956828
115,992.7516861754054,983.5549543115343
116,2213.702922138126,2551.633641897153
117,1983.354857896532,3482.3575752623346
118,1021.8164725255517,1041.5120522884754
119,720.4192353328502,720.6480419328184
120,581.6999354944186,558.3268518564155
121,1970.8306613873372,1997.061441203784
122,376.96771421725737,378.69154852058546
123,474.58376327575945,476.74154789966286
124,611.5514033615885,629.1720639387643
125,718.6778658790097,703.0601911772711
126,588.3421877245562,572.046118186997
127,954.2068831125054,901.0222009180579
128,1267.4592331504002,1253.5998726237406
129,1257.8018398610275,1268.4287894042795
130,682.5669637025567,682.6496887239643
131,2068.9088200772535,2084.1020674718166
132,555.7997887257876,561.0398829731186
133,466.57694299574223,469.7121578653465
134,657.7284865725006,538.3265460331534
135,633.8494156100886,635.2511828942313
136,246.5239729891907,246.19900223619038
137,1986.8221559607302,1934.054870550837
138,325.6353371435295,326.53925582337706
139,751.6857030671772,714.6321589407269
140,556.2265782106125,558.4826109307573
141,2031.0347483117616,1925.1325544400763
142,767.4666868214094,770.1662881155946
143,769.6627569578677,763.4816057611981
144,1019.7348328300501,923.1444746957189
145,451.34149028807246,459.9505944498825
146,844.5377856647178,819.1833150807017
147,434.97825599492876,371.27966041451606
148,874.2262312531392,697.6927122821379
149,809.6868339372376,813.2905142833102
150,585.1383705821604,586.6671041646165
151,442.1104725389073,445.35274234719265
152,1917.0091591172952,1962.7700408313358
153,2773.7433659633407,2173.580244678356
154,710.2856491491038,710.2299949073561
155,1838.7569966414499,1801.6267618657275
156,605.3742276032049,601.039444652522
157,1506.910245530026,1685.4841286918756
158,1495.8403302820568,1489.761871819223
159,441.2647137700514,428.4845513782074
160,641.584773344039,521.1831239429458
161,240.0688589400819,243.07197797040513
162,795.3078763516327,798.9702321645522
163,972.4399336666959,901.3645406093779
164,899.6054503939768,809.2021674622066
165,478.8411022786074,469.6906712028226
166,1106.1877255171337,1109.6214105371782
167,576.9490913724559,578.1884029700893
168,324.73959003379497,318.92272837951174
169,653.597123907361,516.8636345703223
170,1522.6671505009542,1551.8095503417098
171,1648.4362456110025,1633.5473309048216
172,224.53135420940856,224.69149252283154
173,447.94989852095614,503.03052140022027
174,373.12289677265534,374.0791806395142
175,538.3160326643416,511.8290766136624
176,728.7566424392486,576.7523885870636
177,738.8135891859733,735.4053758993025
178,2767.120451643472,2795.4429799573472
179,1861.7280596542155,1872.2224973100458
180,4587.519946018417,4586.498481459803
181,498.0950516405084,499.1952404587215
182,485.39488210734913,487.1871714318954
183,3077.24728144609,3367.889987939632
184,1728.0826026191683,1673.9628425929002
185,647.0332551678647,530.812090722601
186,608.41083184652,589.1697066661865
187,1279.5976096157992,1276.9454648630183
188,747.4493215686929,747.6100766233689
189,1697.1115678699348,1638.031030207124
190,432.1285494224539,434.4306672029097
191,492.21506713512605,492.8532572271794
192,1285.6877321123422,1292.0284511904922
193,1610.0107241748665,1497.525008648691
194,520.2240836546395,521.5279973098332
195,504.80740077331774,506.20252226820804
196,610.0183905110242,610.9435091887576
197,794.9354462612505,796.0033483461694
198,744.0886174206397,691.9136194129147
199,1323.912963312533,1349.686237793883
200,1285.3595175611347,1275.2784673856986
201,536.9544454865107,540.1094564275572
202,729.4286683064247,730.7974243689339
203,1465.1715899066983,1458.7242531002973
204,1638.4782739268258,1791.2203845685888
205,497.4275662891576,498.1153253561888
206,1239.062824938844,1246.995192076968
207,1606.6811042418376,1680.2835141552762
208,565.2783031530638,584.9499441964139
209,395.2314009146583,396.0199831919692
210,160.0597409095624,160.7467733593717
211,187.72583100778374,188.27567196516165
212,1356.3506213297721,1363.458238579341
213,689.3341168862378,690.6786011980262
214,1356.6025859701683,1320.3774632771263
215,1088.7773524410927,1129.7901578224967
216,1288.9377762406596,1291.176684438735
217,1199.1045196391624,1244.6638278187102
218,668.6913344669096,659.6418729822702
219,358.5321189022575,356.1106275401816
220,1517.416993184914,1578.6475614750104
221,1974.9006073787953,1965.0972184615741
222,367.18137869633847,372.6426117446389
223,564.9070166382807,475.16400755206115
224,450.069210291644,451.688293389894
225,265.50620619155615,266.3419289231489
226,303.4363481108993,304.43563782196685
227,473.6591861473113,474.57231787179154
228,401.3529882756419,402.17552957097087
229,400.31502073385195,402.40099512171304
230,1100.9188319865264,1038.0403210731326
231,475.34538480208636,476.2652500585367
232,745.4558394529078,749.0922499371678
233,969.5625027154871,942.7578070128939
234,788.600003729945,791.4292838488768
235,469.6649215932041,471.1941614627366
236,1052.5434663940987,1052.1164935554505
237,1040.9041593684342,1039.0653541595486
238,1174.5079644831153,1122.167861480442
239,589.2141662457516,591.9779377455864
240,1778.49501620085,1792.3338836796456
241,683.0973794175601,686.1046100065089
242,1267.6274270560561,1269.7157215231687
243,1253.348177668844,1225.3844835839163
244,1514.8514411584995,1514.6295137133911
245,753.5338833489614,785.0718953141901
246,332.2142149988317,332.9057791173718
247,511.02293440915344,435.8750537741273
248,214.79974127684656,232.0084671161097
249,2837.9348760853027,2851.7178349828673
250,317.9245212936429,318.9183932898443
251,740.6271897946937,745.3565289406056
252,974.9015296158116,938.1860332916001
253,583.7853094396105,584.8441520184584
254,1697.0294427148422,1329.5726497121238
255,403.63179726339564,404.1328328842015
256,1682.973564530499,1678.249567646827
257,1957.1381465784327,1961.1116877655472
258,3418.486751980991,3412.6771166014314
259,2118.859328850865,2211.411387214347
260,746.2394521850957,746.4263643500294
261,2340.2221112056336,2384.4760923167614
262,2215.7031927223948,2216.2869579819394
263,585.6362185862654,728.1914872994496
264,678.4387676150153,702.1141215430886
265,491.77661716210207,495.1508494076692
266,1014.9047094395204,1014.771892835396
267,1029.5649512414705,1062.1824941573088
268,927.5527016680177,911.5672341177649
269,429.51763054027276,427.6846752540359
270,154.480792097186,155.1337869155956
271,412.00109308734466,401.1686674540289
272,369.4251817538471,369.41442085459715
273,1829.178679760205,1879.5537438878282
274,1124.4154798158754,1123.0075221438726
275,447.8685442874792,450.1037418147681
276,4395.4858767489995,2134.756297293644
277,426.6802955386031,442.7540006875657
278,1158.1744129032377,1168.6431329418872
279,755.8797106845948,757.3544698757848
280,409.3286220097477,411.7880376727236
281,1227.8003545417484,1186.8765686163347
282,1103.1007478645076,1159.665518740087
283,1262.1688721038763,1259.3257955782383
284,574.8346129453961,575.6218596401942
285,1519.4336649951106,1516.416033497072
286,515.7774653274219,513.4329483874632
287,696.5312404486752,656.1888699866773
288,624.395634243196,638.8188055325019
289,332.7976627553818,340.5515057345755
290,885.9262153523445,887.7076286107767
291,1999.59411352616,1892.189215339916
292,1000.4897884999752,1007.1987038357106
293,894.0262633969754,812.4524943827462
294,497.6562299890106,501.9573265823031
295,1375.6291414620969,1374.2640382164657
296,823.4188349707822,800.2567205042019
297,367.89515356371726,370.40991487484484
298,1336.9363512767964,1348.0376581470152
299,1144.3823777221085,1130.6828998652322
300,384.99319044025435,385.5514339054185
301,1878.253867738673,1816.0509980979127
302,2302.98956427842,2506.2247829800895
303,527.5628939653225,524.409755295598
304,947.2228005514381,962.3054181682937
305,558.8890827576624,562.7670270704053
306,1781.835253183588,1459.623264875355
307,1037.487757042152,1014.5050419666225
308,871.9326773705536,872.2544056257652
309,937.510227095525,944.3847962054537
310,673.7259215033781,672.6887909162687
311,299.3154564925913,291.7472940156342
312,661.2759280886138,662.6333584459649
313,542.0364440320553,543.5484626902113
314,1339.0659212426315,1389.2096831600609
315,522.3617401019878,525.2415343464297
316,3113.5416118698336,3895.7078770096537
317,1508.6453411611512,1994.042295262042
318,768.6955399781768,726.2017715427605
319,310.4360316146408,10023.021592985324
320,478.5038825125635,460.69002599864075
321,1027.537846165493,1026.4842682158217
322,928.5248838495096,990.5524837505451
323,469.6582466362238,472.0748497052532
324,535.8530752661904,538.2674830012642
325,662.2104282263854,664.1045382985714
326,764.507773588195,729.3685784395512
328,782.3698814156401,603.9496461284524
329,1577.729125838645,1829.4351355158387
330,443.7488603850036,447.20722992494916
331,1128.1951902867531,956.7745695786398
332,392.1839428104833,396.52915548583445
333,477.1655849663076,476.07634024572724
334,432.96695517494834,429.9785534081948
336,462.15433705582734,399.6321154119082
337,657.3053545864169,854.2161335980993
338,397.96532606053256,398.9816852459293
339,1529.8193375253222,1469.3360955244502
340,1302.2669029870633,1303.4003636474586
341,1859.1437832116806,1847.1809116818663
342,799.1974925926473,776.1882532925212
343,594.5857858076313,597.1534271937178
344,1309.054489026914,1321.6903560605285
345,1679.7476405604582,1697.6126569033574
346,1233.2063276565088,1232.2970765899665
347,893.7767205108838,878.2292044448128
348,597.3181069350198,596.2137140766646
349,628.1679496652932,609.4734094201773
350,1686.9566295095226,1214.1428937812298
351,596.7915735591299,598.2348778447998
352,561.3056838055495,506.2357189020801
353,2064.2157260465888,2063.172130651692
354,559.2996024438852,562.8824879310595
355,906.9650190264149,883.5291419246909
356,1788.7349031602052,1791.2501736484805
357,557.6112034482973,568.7659024118852
358,757.643970390598,755.1876262947144
359,1824.4830978446548,1755.0876069392084
360,2242.298505731918,2244.7998480251513
361,652.1724018751124,644.3856159711199
362,543.2602628206294,548.9373306711575
363,1918.7641606652,1946.4158182429921
364,2257.0230832942016,2245.9563981591023
365,2503.8082868929955,2519.053371356906
366,808.5797925057291,815.0423181116472
367,1313.3776982112718,1302.3377814427965
368,841.4043822988666,820.9097853917915
369,1030.669932952419,1027.5275076412258
370,552.8340976408297,556.550127680011
371,611.4161672400478,669.1586283597435
372,411.49070748924726,412.7442929791922
373,319.5086276909663,322.0610490074245
374,430.3146765308978,431.20712177403976
375,600.1490350371223,602.8146811027267
376,567.5393605873586,569.820957595783
377,1187.8607489727835,1116.467979980415
378,444.37205823867384,432.1257781706313
379,1366.6230726715694,1367.7600699577126
380,1620.1553011721765,1624.9555507208054
381,1239.0187423627863,1235.3689717859968
382,618.837283277962,621.1898851519306
383,962.163871851651,810.1785321596842
384,1242.3789430501329,1245.0528794838287
385,345.2953373079015,346.9512115856119
386,670.0812881646427,669.4500787773795
387,679.8030121987249,679.7995611361077
388,626.3042160225626,610.6133893760211
