Time (s),Total Distance (per second),Average Speed (units/s)
1,1761.06192591331,1683.2086592592946
2,1335.2597465175184,1358.9785145826218
3,1632.0442469383875,1625.2691799217464
4,660.5060234604005,862.135639568842
5,2094.793970093989,5238.272324019978
6,1966.549535984572,2668.663678246213
7,2353.0393194433973,5049.034639100908
8,590.1198476347142,592.0065264116705
9,2597.1808275053036,1956.4816306413327
10,1221.3514452128993,1217.1288990259109
11,719.1709974841729,720.3257754324278
12,497.980086022247,530.568566018503
13,1442.8962662807587,1439.5285621229204
14,1717.0335980582786,1096.2841011050543
15,598.9959538733654,587.165569691704
16,1462.3600623515254,1565.9273670546381
17,451.87464153061364,459.8715132296689
18,1275.4571606914474,1281.1166944954282
19,856.7602765590389,860.9011669071035
20,2705.4393853492243,1803.4174249954985
21,1094.7871994101342,1037.2960992596654
22,1702.9472034379282,1723.0580379217727
23,1029.2856808000522,1037.6841411866292
24,487.2414119012333,489.78711447171344
25,1733.759526023965,1760.411903092478
26,1714.2816252826815,1746.077796542663
27,2524.9792045452014,1845.741260314046
28,1363.9216427445076,1366.5271711326664
29,1100.6724647997694,902.1071252639131
30,1351.310991427697,1216.1209110408736
31,2468.961610090249,2482.3559742415155
32,1555.5759918684075,1142.5293711511458
33,1734.0210785245854,1727.9378150305602
34,693.8582690263512,694.3857889352274
35,597.4588049766184,601.1628658873808
36,785.1719546157035,787.5878979949218
37,933.5925351763893,954.7461866783628
38,1559.331040090315,1556.8315137043521
39,1116.2877432846844,1086.327793323655
40,1705.3978608675407,1694.4003730271052
41,3508.6114059775996,2281.38980393797
42,709.780462458103,1013.8304623596625
43,1244.1449948204286,1258.5460278046453
44,602.5934317837276,619.6532917423865
45,974.7818000277537,968.1408433018479
46,1280.678748919637,1322.9831364842426
47,1317.257000853748,1384.6134163830334
48,703.9374682370943,630.398643569915
49,1231.8537085219245,1196.0167801217474
50,1348.1814594939963,1358.713973988824
51,1811.5001278454665,970.6413699445802
52,2461.0874941865764,2130.0507865527325
53,1541.3889514149698,1718.2952846266203
54,280.68047984959924,285.5557264970272
55,1760.45077282824,1725.0695920609303
56,894.3922617699187,895.4361444693513
57,1572.0384502924976,1557.0158896740545
58,269.45888964652767,270.4382037271515
59,607.4712248848668,447.41071093606644
60,1540.242431099412,1617.4185129387008
61,1521.1111388552824,1522.8588144892087
62,1003.6122900778096,1005.4432467673234
63,906.5898464836316,908.398890887816
64,887.6830270167552,889.907430511318
65,1039.9789133216555,1046.3714762007962
66,849.584200440452,857.4308792988692
67,1229.6076871829596,932.8868165977685
68,1254.7001687071258,1179.1338566019149
69,1665.3501633785067,1667.3123505015894
70,695.9714231494827,692.2991328730233
71,1297.430640458125,1278.7802963824586
72,1464.7287291915422,1470.6694011319826
73,2117.842288358566,1631.5163461818665
74,1265.1312802327127,1285.1529080462356
75,1154.9719357067047,705.4353964867058
76,1147.529451248629,1129.9068542133941
77,1012.8264447915772,1020.6916532260727
78,1066.6847736004095,1042.6615193141993
79,855.5335232533478,853.8253088975687
80,1068.3488542925895,926.8322676588465
81,587.7567659897186,350.3840865023881
82,638.0249656705271,696.0772505891796
83,530.4137653936782,532.4846970399824
84,3082.7078713878623,2532.281914535771
85,234.10914072845563,235.0987963567343
86,498.9506864919594,500.55779688648454
87,866.4100261483181,874.0846324544873
88,485.62830938577133,471.99651373820495
89,541.7779842073106,523.6629447802084
90,596.3844075081907,595.9021829995509
91,442.9327607417284,445.1485259342929
92,563.9948875700886,566.2474761574007
93,1754.7277882716874,1752.559053861676
94,1611.7555364463278,1616.1801928635582
95,1694.4671699107705,1698.3425442035837
96,796.1201852247789,790.9141868564391
97,1453.5438333206655,884.5398007586081
98,2355.332051264824,2299.7071424874534
99,1623.1717012107738,1589.2076008618703
100,454.6824589887415,347.7141916649689
101,1536.0033225239188,1551.0361423115655
102,1117.1828380857878,1127.3367382772626
103,613.4648548799961,637.8014566283872
104,894.7850803815751,897.0771577502109
105,499.7015816551841,518.2652055538806
106,2974.8903240865875,2729.1949313319615
107,1329.5195014601456,1313.937664359432
108,799.6655365567739,813.0655225980253
109,1324.9653748234578,1319.977549582094
110,1257.4500579534943,1279.4824906566973
111,1403.4929949143739,1407.404345532276
112,965.4995302805528,910.5431396396166
113,629.0734063544945,623.6453321331651
114,564.475652034197,563.4981800204008
115,810.2127244544064,796.1438313112147
116,1096.620615427632,1094.8262551219154
117,689.0253384274872,791.8170358253064
118,2134.705926358677,2131.8285566695486
119,1329.6969814526717,1200.8636284305414
120,608.4483268597916,629.5436216095966
121,715.0110903305181,709.7935558896977
122,2059.406175154049,2081.422493737942
123,849.7119988158906,857.5559994887083
124,704.7012325653586,696.7298112365736
125,581.4435600427634,584.5937322388783
126,1613.1839384172945,863.9537969332251
127,837.6713600232202,836.1649337446626
