fixation,duration,start_time
1,181.0979999899864,0.0
2,212.01749998331073,211.14179998636249
3,181.33200001716614,453.2123999595642
4,301.79439997673046,664.9697999954224
5,120.63300001621235,997.0259999632837
6,151.0514000058174,1208.5654999613762
7,151.1075000166893,1510.5634999871254
8,423.24829995632217,1691.797100007534
9,120.77639997005463,2145.152700006962
10,150.55150002241135,2296.227999985218
11,362.5885999798775,2477.090399980545
12,242.25370001792908,2869.8835999965668
13,176.62339997291565,3146.4298999905586
14,211.49660003185272,3353.3007999658585
15,241.50319999456406,3776.602699995041
16,271.92200005054474,4048.0909999608994
17,966.8630999922752,4350.171000003815
18,120.6550999879837,5347.131699979305
19,332.0950999855995,5498.175899982452
20,425.9487000107765,5865.163399994373
21,169.38020002841859,6328.294699966908
22,1196.6011999845505,6599.381299972534
23,238.36640000343323,7861.199199974537
24,241.28360003232956,8128.9569999575615
25,156.36010003089905,8397.975399971008
26,100.27679997682571,8599.895500004292
27,212.42229998111725,8730.22159999609
28,282.3754000067711,8971.702699959278
29,241.24270004034042,9275.801099956036
30,124.37450003623962,9666.488299965858
31,211.55689996480942,9817.452199995518
32,182.76170003414154,10059.275299966335
33,483.3062000274658,10270.614499986172
34,211.4544000029564,10783.954699993134
35,302.4826999902725,11116.361199975014
36,241.8274999856967,11448.956200003624
37,483.78799998760405,11841.469500005243
38,211.2911999821681,12355.292699992657
39,362.5766000151634,12596.751199960709
40,241.15009999275208,12989.54129999876
41,211.41939997673035,13261.36059999466
42,180.95349997282028,13503.29699999094
43,302.03119999170303,13835.535399973392
44,301.9991999864578,14167.669600009918
45,272.1568999886531,14590.645299971104
46,392.7010000348091,14892.83989995718
47,211.4297000169754,15315.818399965763
48,117.03280001878738,15557.47619998455
49,240.60820001363754,15829.3409999609
50,241.2185999751091,16282.205399990082
51,182.12129998207092,16553.425899982452
52,513.4863000512123,16826.25659996271
53,120.63280004262924,17370.121899962425
54,483.1847999691963,17521.17919999361
55,181.4625000357628,18034.574499964718
56,755.2104000449181,18246.01449996233
57,604.1039000153542,19031.66939997673
58,151.2840999960863,19666.034699976444
59,634.3724000453913,19847.03859996796
60,120.96640002727145,20572.10109996796
61,241.5382000207901,20723.352499961853
62,151.3161000013315,21085.66469997168
63,180.80210000276566,21267.027000010014
64,150.78799998760223,21599.35079997778
65,238.3754000067711,21780.448300004005
66,271.68580001592636,22142.97839999199
67,121.25800001621246,22565.573599994183
68,120.67220002412796,22717.169999957085
69,211.17460000515348,22868.106999993324
70,241.92900002002352,23109.596899986267
71,211.44940000772476,23381.571799993515
72,694.2570999860764,23623.50529998541
73,270.0034000277519,24347.97099995613
74,211.53850001096362,24648.13679999113
75,122.97380000353223,25010.98979997635
76,362.3419999480211,25163.98820000887
77,239.27460002899534,25556.28869998455
78,150.43279999494553,25886.585999965668
79,331.796100020405,26190.87009996176
80,152.38449996709824,26672.75609999895
81,241.60390001535416,26855.122099995613
82,181.17370003461838,27127.380499958992
83,181.11939996480942,27338.61100000143
84,302.0121999979019,27549.925599992275
85,272.1825999617613,27881.99819999933
86,153.68760001659393,28333.271399974823
87,148.4015000462532,28607.51559996605
88,182.08989995717639,28878.325100004677
89,269.9885999560356,29090.712999999523
90,244.02159994840986,29390.74470001459
91,331.97089999914533,29664.87589997053
92,179.13770002127058,30027.03079998493
93,123.13630002737045,30296.64779996872
94,211.15079998970396,30508.78729999065
95,153.1071999669075,30750.284200012684
96,151.03060001134872,30933.275699973103
97,211.26420003175372,31175.11979997158
98,302.22930002212524,31416.679799973965
99,179.1144000291788,31748.88379997015
100,180.76630002260208,32200.491999983788
101,966.0210000276566,32501.101799964905
102,211.22060000896454,34375.130199968815
103,183.54889994859695,34858.233900010586
104,239.93580001592636,35072.06369996071
105,150.43279999494553,35463.115099966526
106,752.1367999911308,35827.19139999151
107,148.8008000254631,36640.67649996281
108,121.3633000254631,37003.29179996252
109,183.93759995699656,37244.27590000629
110,123.48680001497269,37456.12419998646
111,153.1878000497818,37788.315499961376
112,271.79359996318817,37972.27009999752
113,149.33079999685287,38273.47589999437
114,119.42729997634888,38514.81139999628
115,332.5769000053406,38664.95459997654
116,212.12999999523163,39089.05000001192
117,178.41500002145767,39331.37119996548
118,212.30419999361038,39963.502499997616
119,181.11339998244512,40418.74839997292
120,269.50789999961853,40630.3694999814
121,148.9776999950409,41053.30460000038
122,121.51730000972748,41232.06849998236
123,181.939599990852,41534.34149998426
124,121.10649996995926,41868.18489998579
125,181.08660000562668,42019.75239998102
126,211.48049998283386,42230.802100002766
127,120.23960000276566,42472.73519998789
128,211.47500002384186,42623.40609997511
129,242.62289994955063,42925.01550000906
130,150.33489996194112,43198.54449999333
131,452.93810003995895,43439.41639995575
132,241.90080004930496,43922.67899996042
133,996.5067999958846,44195.00929999352
134,541.9293999671936,45221.42890000343
135,183.33210003376007,46034.92579996586
136,148.79970002174377,46248.838899970055
137,180.94870001077652,46430.22879999876
138,453.8298000097275,46641.14489996433
139,361.924399971962,47125.246399998665
140,147.78330004214513,48061.3722999692
141,151.3167999982834,48302.07559996843
142,272.0609999895096,48484.08029997349
143,241.38260000944138,48786.339999973774
144,271.7290000319408,49058.635899961
