fixation,duration,start_time
1,271.84320002794266,0.0
2,332.49580001831055,302.1273000240326
3,510.5058000087738,664.5017000436783
4,513.5460000038147,1208.2426000237465
5,150.6326000094416,1752.1176000237465
6,151.22799998521805,1993.4931000471115
7,150.87909996509552,2265.8311000466347
8,181.61119997501328,2446.8056000471115
9,214.28759998083115,2808.810500025749
10,271.95679998397827,3051.172500014305
11,211.30620002746582,3413.822600007057
12,239.033999979496,3655.643600046634
13,121.22429996728897,4017.335700035095
14,378.4099000096321,4228.975199997425
15,139.79999995231628,4613.67560005188
16,185.75269997119904,4777.650800049305
17,650.6999999880791,4984.075300037861
18,330.0803000330925,5649.800300002098
19,438.9272000193596,6010.976999998093
20,461.59380000829697,6611.063600003719
21,325.7724999785423,7205.94420003891
22,230.07139998674393,7566.655600011349
23,298.08840000629425,7827.250300049782
24,150.88170003891082,8156.001900017261
25,239.99849998950958,8337.169000029564
26,636.1026000380516,8607.627200007439
27,392.80549997091293,9274.003400027752
28,180.93220001459122,9697.137100040913
29,392.7770000100136,9908.365200042725
30,362.2350000143051,10331.336100041866
31,271.93389999866486,10723.851000010967
32,543.6175999641418,11026.062100052834
33,211.53530001640502,11660.333000004292
34,302.0648000240326,11901.966000020504
35,392.56809997558776,12234.483400046824
36,151.02799999713898,12657.13890004158
37,151.58530002832413,12838.028100013731
38,241.94980001449585,13019.607100009918
39,120.40600001812163,13291.58480000496
40,241.96299999952316,13442.156100034714
41,392.7123999595624,13714.525100052357
42,392.4530999660492,14137.488700032234
43,302.3487000465393,14560.38940000534
44,150.64609998464584,14893.05780005455
45,332.52470004558563,15074.120700001717
46,211.7921000123024,15436.618600010872
47,179.20670002698716,15678.520900011064
48,212.12610000371933,15888.40710002184
49,121.53360003232956,17186.637300014496
50,363.646399974823,17399.162600040436
51,150.93770003318787,17793.05529999733
52,211.0353000164032,17974.48400002718
53,211.56889998912447,18215.684600055218
54,271.6326000094414,18457.43029999733
55,181.26499998569852,18759.51660001278
56,211.60460001229876,18970.877700030804
57,151.17530000209808,19212.773500025272
58,241.4868000149727,19394.1413000226
59,301.759299993515,19666.157400012016
60,210.72930002212888,19998.306200027462
61,240.8224000334776,20238.5489000082
62,122.0208000540697,21323.57760000229
63,120.5987000465393,21627.553200006485
64,120.57440000772476,21839.402400016785
65,273.51940000057584,21988.733400046825
66,211.70499998330706,22383.5055000186
67,149.81269997357958,22625.08890002966
68,120.89929997921354,22864.988300025463
69,121.13260000944138,23017.188800036907
70,180.6097999811136,23167.917900025845
71,274.00529998540514,23378.502700030804
72,483.2781000137329,23682.574600040916
73,121.61300003528595,24437.226000010967
74,181.59600001573563,24588.508400022984
75,211.4307999610901,24800.363400042057
76,300.96450001000994,25041.82010000944
77,181.4814000129736,25373.134000003334
78,150.8043999671936,25584.994500041008
79,181.60049998760223,25826.58320003748
80,332.425400018692,26038.98820000887
81,543.7979999780655,26461.266700029373
82,302.0921000242197,27035.734200000763
83,422.14709997177124,27368.26240003109
84,271.6371999979019,27821.027100026608
85,271.7778000235521,28123.22530001402
86,302.3655999898874,28425.444500029087
87,210.71259999274844,28758.1278000474
88,362.0419999957121,29210.97160005569
89,271.4794999957121,29603.73350000381
90,210.80779999494553,29966.18400001526
91,392.8416000008583,30207.117000043392
92,151.10859996080399,30630.161900043488
93,209.55919998883837,30811.308400034904
94,120.80800002813703,31113.499700009823
95,241.66699999570847,31385.63980001211
96,271.9322000145912,31657.296400010586
97,119.72949999570847,31959.646400034428
98,210.80739998817444,32110.579300045967
99,392.2174000144005,32351.9375
100,272.14609998464584,32774.73360002041
101,332.48710000514984,33077.239100039005
102,211.21840000152588,33439.6264000535
103,272.1215999722481,33681.191000044346
104,181.73009997606277,33982.79340004921
105,362.84280002117157,34194.95080000162
106,301.6554999947548,34587.85630005598
107,211.3802000284195,34920.1685000062
108,272.100300014019,35161.7663000226
109,211.94669997692108,35463.65940004587
110,180.80599999427795,35705.59640002251
111,119.93729996681941,35916.99810004234
112,181.67390000820888,36067.63750004768
113,211.6434999704361,36279.32310003042
114,120.70149999856949,36520.90320003033
115,150.117899954319,36671.72230005264
116,241.13739997148514,36973.76110005379
