fixation,duration,start_time
1,151.09820000827312,0.0
2,181.15780000388622,181.03100000321865
3,846.5947999954224,392.1379000097513
4,120.89660000801086,1389.6389999985695
5,249.15999999642372,1540.8966000080109
6,333.4666000008581,1812.4873000085356
7,388.21099999547005,2181.660400003195
8,460.4962999969721,2602.8034000098705
9,492.6883000135422,3088.7991999983788
10,193.44659999012902,3651.864200010896
11,382.61360000074,3845.3286000043154
12,530.5683000087738,4242.594099998474
13,271.4636999964705,4803.185300007463
14,368.4155000001192,5104.3356000036
15,178.55560000240803,5501.15530000627
16,120.33149999380112,5769.800800010562
17,181.37010000646114,5920.5231000036
18,150.9940000027418,6132.310699999332
19,210.59939999878407,6374.693900004029
20,272.29879999160767,6615.270000010729
21,241.6541000008583,6917.460900008678
22,181.15909999608994,7189.530100002885
23,362.59659999608994,7400.811900004744
24,422.8768000006676,7793.675000011921
25,121.3669999986887,8307.10530000925
26,211.1042000055313,8458.350299999118
27,150.74770000576973,8699.551200002432
28,181.64810000360012,8880.727099999785
29,241.7555000036955,9092.550999999046
30,363.27999998629093,9364.32910001278
31,211.3067999929208,9757.187000006435
32,121.00690001249495,9998.731499999762
33,272.3598999977112,10210.302500009537
34,662.9633000046033,10513.75079999864
35,151.00220000744048,11207.060699999332
36,181.19020000100318,11388.358800008891
37,362.3720999956113,11600.131600007417
38,241.80490000545979,11992.412400007248
39,121.17569999396801,12264.405600011349
40,302.7945000082236,12415.840599998832
41,209.61730000376883,12749.517499998212
42,181.51089999079522,12989.713500007989
43,213.35500000417233,13289.594400003552
44,119.70650000870228,13532.20149999857
45,694.001599997282,14016.643100008368
46,243.80089999735355,14741.222800001502
47,300.2575999945384,15015.636900007725
48,181.3643999993801,15345.766900002956
49,241.57860000431538,15557.27199999988
50,211.49419999122802,15828.992600008844
51,241.61620000004768,16070.629200011492
52,573.8300999999046,16342.72349999845
53,301.8077999949455,16947.032400012016
54,242.55129998922348,17278.90640000999
55,271.56149999797344,17551.516400009394
56,181.08380000293255,17853.38790000975
57,211.11349999904996,18064.73530000448
58,453.2866000086033,18306.053900003437
59,241.59129999578,18789.38410000503
60,390.6935999989546,19060.681200012565
61,147.5504000037945,19484.21340000629
62,183.4800999909603,19814.49980001152
63,395.2347000092268,20086.52570000291
64,272.01540000736713,20511.923700004816
65,362.3047000020706,20813.9076000005
66,211.58239999413854,21206.58650000393
67,211.770300000906,21448.043300002813
68,241.34600000083083,21690.052799999718
69,388.41310000419617,21961.892900004983
70,452.62739999592304,22444.48560000956
71,152.86679999530315,22926.25460000336
72,121.19570000468957,23170.01960000396
73,210.66980001330376,23321.97619999945
74,272.2416999936104,23562.46620000899
75,151.2546000033617,23925.150600001216
76,181.83849999308586,24106.5992000103
77,423.0914999991692,24317.803100004792
78,241.33129999041557,24771.325500011444
79,239.69280000030994,25043.15839999914
80,209.06210000812644,25314.595200002197
81,302.0265999883377,25555.74280001223
82,211.38220000267393,25888.609200000763
83,241.49280001222724,26281.224399998784
84,301.53290000558263,26553.403500005603
85,180.7369000017643,26885.70030000806
86,329.8559999912977,27096.73820000887
87,241.23840001225835,27670.64440000057
88,362.20910000801086,27942.681600004435
89,845.9326999932528,28335.183800011877
90,574.3513000011444,29211.242200002074
91,120.73510000109673,29815.699300006032
92,328.95509999990463,29966.892599999905
93,241.93519999086857,30570.44960001111
94,211.23490001261598,30843.15569999814
95,1661.5397999882734,31084.510300010443
96,181.3982000052929,32775.79230000079
97,302.2581999897957,32987.41160000861
98,211.3180000036955,33319.97980000079
99,271.8969999998808,33561.70410001278
100,240.14649999141693,33863.86510001123
101,212.43600000441074,34133.64249999821
102,271.58399999141693,34377.04280000925
103,242.51829999685287,34678.84480001032
104,215.3391000032425,34948.113800004125
105,213.921300008893,35252.38819999993
106,392.64849999547005,35736.95350000262
107,181.00539998710155,36398.347500011325
108,244.30539999902248,36611.46930000186
109,178.18760000169277,36885.879000008106
110,181.3783999979496,37097.32840000093
111,297.55680000782013,37308.97259999812
112,152.41249999403954,37910.01920001209
113,211.20509999990463,38092.55380000174
114,302.4522999972105,38333.741500005126
115,121.48750001192093,38666.38639999926
116,241.65559999644756,38817.83900000155
117,214.29870000481606,39089.12049999833
118,211.9335000068022,39333.60680000484
119,154.19380000232923,39572.35360001028
120,181.24350000917912,39756.77470000088
121,632.1209000051022,39967.95949999988
122,543.6541000008583,40630.27320000529
123,332.4741999953985,41204.1318000108
124,210.22030000388622,41627.16099999845
125,302.83799999952316,41868.14390000701
126,212.34209999441373,42201.05770000816
127,151.08269999921322,42535.29650001228
128,393.8322000056505,42713.3560000062
129,181.0735999941753,43137.76720000804
130,243.2817000001669,44917.9443000108
131,361.9148000031637,45190.49410000444
132,242.3475999981165,45582.46810001135
133,121.06700000166893,45854.96480000019
134,212.00689999759197,46188.6889000088
135,299.96809999644756,46430.551300004125
136,121.42450000345707,46911.98450000584
137,299.3227999955416,47067.61510001123
138,301.65139999985695,47397.04650001228
139,122.61710000038147,47729.08140000701
140,6555.271099999547,48028.66640000045
141,151.08449999987351,54827.88010001183
142,362.7621999979019,55009.64390000701
143,179.0621999949144,55402.9131000042
144,4046.874199986458,55612.31940001249
145,122.98600000142324,59688.80770000816
146,211.40079998970032,60054.10880000889
147,271.0207000076698,60415.74909999967
148,180.31980000436306,60840.22020000219
149,213.51899999380112,61170.33490000665
150,215.1675000041796,63977.50620000064
151,151.25180000066757,64281.086100012064
152,120.81680001318455,64585.18649999797
153,179.58540000021458,64857.270300000906
154,121.98820000886917,65066.83529999852
155,180.68880000710487,65217.92450000346
156,123.33460000157356,65550.10080000758
157,208.84079998731613,65824.50240001082
158,146.83460000157356,66159.04270000756
159,121.14350000023842,66335.79039999843
160,120.2969999909401,66487.14590001106
161,214.04639999568462,66637.41240000725
162,360.93770000338554,66943.22890000045
163,392.89030000567436,67334.47269999981
164,271.72949999570847,67757.52770000696
165,271.79790000617504,68059.95010000467
166,120.7039999961853,68422.25850000978
167,513.633499994874,68573.11930000782
168,361.1799999922514,69116.98040001094
169,181.38910000026226,69508.61310000718
170,303.14339999854565,69719.97060000896
171,301.67759999632835,70053.69760000706
172,483.33760000765324,70385.3778000027
173,270.5151000022888,70899.24440000951
174,240.67790000140667,71200.22789999843
175,333.404599994421,71471.47670000792
