fixation,duration,start_time
1,634.1966000199318,0.0
2,332.10109996795654,664.503800034523
3,241.4559999704361,1027.1399000287056
4,272.03540003299713,1298.74019998312
5,151.07240003347397,1600.8252999782562
6,150.87120002508186,1782.297100007534
7,722.3284000158312,1963.594099998474
8,213.16349995136306,2717.304100036621
9,181.14939999580383,2960.5954000353813
10,358.0202000141144,3296.989899992943
11,271.9105999469757,3685.432300031185
12,120.77569997310638,3987.4430000185966
13,242.45489996671677,4138.477500021458
14,431.91549998521805,4426.680500030518
15,328.811999976635,4897.20560002327
16,322.20700001716614,5256.142499983311
17,467.6176999807358,5609.851400017738
18,477.0331999659538,6115.481100022793
19,260.28909999132156,6627.101599991322
20,181.73949998617172,6918.055999994278
21,239.27730000019073,7203.922399997711
22,356.97159999608994,7467.196399986744
23,373.64819997549057,7854.394200026989
24,119.34799998998642,8248.756900012493
25,151.0906000137329,8397.850600004196
26,242.03030002117157,8578.903299987316
27,208.67139995098114,8851.015300035477
28,211.43510001897812,9304.11930000782
29,332.2470000386238,9545.807399988174
30,301.78270000219163,9908.592800021172
31,120.63830000161943,10240.799899995329
32,573.9381999969482,10391.691399991512
33,271.6001999974251,10996.051200032234
34,392.6729999780655,11297.94050002098
35,241.7398999929428,11720.811699986458
36,178.34019994735718,11992.494100034237
37,211.09769999980927,12204.351300001144
38,574.0647000074405,12445.694800019264
39,211.46470004320145,13049.818899989128
40,331.40499997138795,13292.424400031568
41,301.85390001535416,13654.081900000572
42,302.1288999915123,13986.313899993896
43,149.94359999895096,14318.64469999075
44,392.8289999961853,14499.870700001717
45,151.15249997377396,14922.797800004482
46,392.55099999904814,15104.183000028132
47,301.61880004405975,15527.125599980354
48,151.23329997062683,15859.281800031662
49,241.4540999531746,16040.765600025654
50,211.54729998111725,16312.591800034046
51,120.83819997310638,16554.11120003462
52,389.7897000312805,16705.077499985695
53,483.2744000554085,17309.44059997797
54,362.3592000007666,17883.345200002193
55,150.04439997673398,18276.070200026035
56,332.6959000229872,18456.90909999609
57,211.69089996814728,18819.70410001278
58,392.8618000149763,19061.53729999065
59,180.75060003995532,19542.13209998608
60,121.21630001067751,19997.853600025177
61,271.9927000403404,20149.06819999218
